id,index,center,device_loc,petal_id,x,y,z,q,s,t,pinhole1,pinhole2,pinhole3,pinhole4
7482,P010,"{'x': 403.85418030000005, 'y': 59.571288675000005, 'z': -18.895971799999998}",482,2,403.85418030000005,59.571288675000005,-18.895971799999998,152.39101539187502,408.82536671098563,-0.1437182989798514,,,,
7150,P014,"{'x': 241.6937129, 'y': 14.192133875, 'z': -6.5802239}",150,2,241.6937129,14.192133875,-6.5802239,147.36052071071387,242.2329041429752,-0.17500380317628042,,,,
7011,P018,"{'x': 54.223540775000004, 'y': 32.156358325, 'z': -0.5668154000000001}",11,2,54.223540775000004,32.156358325,-0.5668154000000001,174.66934693663657,63.044772351591256,-0.16313633717693393,,,,
7517,P023,"{'x': 393.97229475, 'y': 113.57465865, 'z': -19.010854375}",517,2,393.97229475,113.57465865,-19.010854375,160.08125721933033,410.61997581436884,-0.08223333714395145,,,,
7542,P050,"{'x': 357.2379699, 'y': 202.29390832500002, 'z': -19.269054475}",542,2,357.2379699,202.29390832500002,-19.269054475,173.52166881671025,411.16614305306155,-0.28776287440472365,,,,
7541,P053,"{'x': 295.36677575, 'y': 207.14586995000002, 'z': -14.688073125}",541,2,295.36677575,207.14586995000002,-14.688073125,179.0426489452036,361.1747887565163,-0.2258694277436842,,,,
7496,P066,"{'x': 330.9546239, 'y': 185.49413135000003, 'z': -16.211662875000002}",496,2,330.9546239,185.49413135000003,-16.211662875000002,173.26984846653033,379.86719337787423,-0.15311838720256082,,,,
7239,P082,"{'x': 215.44959382500002, 'y': 149.3564816, 'z': -7.693678625}",239,2,215.44959382500002,149.3564816,-7.693678625,178.73092548995635,262.311043429157,-0.15339281924727494,,,,
7534,P096,"{'x': 367.930019325, 'y': 176.98370069999999, 'z': -18.899364025}",534,2,367.930019325,176.98370069999999,-18.899364025,169.68873832835982,408.8851617514028,-0.14124911022546882,,,,
7439,P104,"{'x': 409.4792344, 'y': 14.102303299999999, 'z': -19.044632725}",439,2,409.4792344,14.102303299999999,-19.044632725,145.97246445292907,410.33073031220465,-0.1447927586324934,,,,
7321,P124,"{'x': 303.9188268500001, 'y': 86.29221365000001, 'z': -11.199992850000001}",321,2,303.9188268500001,86.29221365000001,-11.199992850000001,159.85092941024246,316.2035890178146,-0.17518820161203977,,,,
7075,P125,"{'x': 153.08992505, 'y': 41.684137825, 'z': -2.82696345}",75,2,153.08992505,41.684137825,-2.82696345,159.23154660736103,158.698004639992,-0.15796294449266093,,,,
3517,P006,"{'z': -19.029734089999998, 'y': 113.48506203, 'x': 394.02425360999996}",517,3,394.02425360999996,113.48506203,-19.029734089999998,16.06721651693839,410.64691965435503,-0.09854993891562862,"{'z': -19.12649862, 'error': 0.005516883717593001, 'y': 113.99549013999999, 'x': 394.57266444}","{'z': -18.931141439999998, 'error': 0.014210981421510002, 'y': 113.82599418, 'x': 392.97134698}","{'z': -19.080326239999998, 'error': 0.005672979356584, 'y': 112.80363551999999, 'x': 394.70760936}","{'z': -18.980970059999997, 'error': 0.0014881542436660001, 'y': 113.31512828, 'x': 393.84539366}"
3482,P007,"{'z': -18.8412498, 'y': 59.11414922499999, 'x': 403.96491941499994}",482,3,403.96491941499994,59.11414922499999,-18.8412498,8.325279817480974,408.86263630053656,-0.08504105182693553,"{'z': -18.770071339999998, 'error': 0.0017359249451940001, 'y': 58.69415416, 'x': 403.34565022}","{'z': -18.950996800000002, 'error': -0.000205766304741, 'y': 58.61439942, 'x': 404.93494208000004}","{'z': -18.7897038, 'error': 9.618937310995614e-05, 'y': 59.89253432, 'x': 403.4040371}","{'z': -18.854227260000002, 'error': 0.003584565691864, 'y': 59.255508999999996, 'x': 404.1750482599999}"
3321,P031,"{'z': -11.159405494999998, 'y': 86.12419425000002, 'x': 304.17269208000005}",321,3,304.17269208000005,86.12419425000002,-11.159405494999998,15.809068147096612,316.39907014453274,-0.12065894275857374,"{'z': -11.14701346, 'error': 0.0008038477032990001, 'y': 85.37387806000001, 'x': 304.19338796}","{'z': -11.24297752, 'error': 0.00021094775832300003, 'y': 86.67953813999999, 'x': 305.11516824}","{'z': -11.09977212, 'error': -0.002288748966464, 'y': 86.06941276, 'x': 303.2177078}","{'z': -11.14785888, 'error': 0.000154590905556, 'y': 86.37394803999999, 'x': 304.16450432}"
3239,P037,"{'z': -7.69941112, 'y': 149.748673735, 'x': 215.81828893000002}",239,3,215.81828893000002,149.748673735,-7.69941112,34.755412209194574,262.83724587197145,-0.1281622838511644,"{'z': -7.735394099999999, 'error': 0.000234874994755, 'y': 149.76413503999999, 'x': 216.56740073999998}","{'z': -7.71597628, 'error': -0.0027563751210040004, 'y': 150.69557903999998, 'x': 215.27034166000004}","{'z': -7.670374939999999, 'error': -0.00038833164185900004, 'y': 148.79000998, 'x': 215.86644706}","{'z': -7.67589916, 'error': 0.00045621807837000004, 'y': 149.74497088000004, 'x': 215.56896626000002}"
3011,P051,"{'z': -0.48509085499999904, 'y': 32.420116355000005, 'x': 54.231823639999995}",11,3,54.231823639999995,32.420116355000005,-0.48509085499999904,30.87124077030599,63.18602294442927,-0.07957767723173757,"{'z': -0.49512005999999903, 'error': -0.000181662169999, 'y': 33.064072859999996, 'x': 54.615616579999994}","{'z': -0.484027979999999, 'error': 2.6626007762375895e-05, 'y': 32.45695294, 'x': 53.13551622}","{'z': -0.48679907999999905, 'error': -0.000884893999411, 'y': 31.954274599999998, 'x': 55.07100989999999}","{'z': -0.474416299999999, 'error': -0.000272623865341, 'y': 32.205165019999995, 'x': 54.10515186}"
3075,P083,"{'z': -2.774570324999999, 'y': 41.179510215, 'x': 152.97929915999998}",75,3,152.97929915999998,41.179510215,-2.774570324999999,15.06596530609402,158.45806742036618,-0.11391442416797827,"{'z': -2.76332976, 'error': -0.0012748789147990001, 'y': 40.62703194, 'x': 152.47424374000002}","{'z': -2.80234642, 'error': -0.0021683547668330003, 'y': 40.93105456, 'x': 154.04510198}","{'z': -2.7651832, 'error': 0.00015495743780300002, 'y': 41.805965220000004, 'x': 152.2508019}","{'z': -2.76742192, 'error': -0.007855393425286001, 'y': 41.353989139999996, 'x': 153.14704902}"
3150,P100,"{'z': -6.539233135, 'y': 14.02186476, 'x': 241.62666671499997}",150,3,241.62666671499997,14.02186476,-6.539233135,3.321213099091813,242.15436437430233,-0.1382452396069585,"{'z': -6.5281327000000005, 'error': 0.00045780035757800005, 'y': 13.308517079999998, 'x': 241.39418296}","{'z': -6.588876600000001, 'error': -0.001763363051011, 'y': 14.23306436, 'x': 242.7000979}","{'z': -6.50044344, 'error': 0.0050339111530700005, 'y': 14.28802386, 'x': 240.69914491999998}","{'z': -6.5394798, 'error': 0.0013682163683780002, 'y': 14.257853740000002, 'x': 241.71324108}"
3534,P116,"{'z': -18.86918819, 'y': 176.87083576499998, 'x': 367.77945567}",534,3,367.77945567,176.87083576499998,-18.86918819,25.683621854135147,408.6984172029603,-0.12927110099978822,"{'z': -18.94413808, 'error': -0.00040819565007800003, 'y': 177.50830346000004, 'x': 368.16643812}","{'z': -18.766602139999996, 'error': -0.00012026300400100001, 'y': 176.91517868, 'x': 366.68838482}","{'z': -18.93124536, 'error': -0.001157026753131, 'y': 176.40053731999998, 'x': 368.6135366}","{'z': -18.83476718, 'error': 0.000639701021607, 'y': 176.65932360000002, 'x': 367.64946313999997}"
3439,P121,"{'z': -18.997904395, 'y': 14.305453839999998, 'x': 409.177041685}",439,3,409.177041685,14.305453839999998,-18.997904395,2.002332336593558,410.03248587376765,-0.127270857070851,"{'z': -18.93288328, 'error': 6.837888464328312e-05, 'y': 14.706377380000001, 'x': 408.54657746}","{'z': -18.98988358, 'error': 0.001035707520733, 'y': 13.209456, 'x': 409.11233296}","{'z': -19.05772948, 'error': 0.0009202460288870001, 'y': 15.133436320000001, 'x': 409.66240698}","{'z': -19.01112124, 'error': -0.001286266162782, 'y': 14.172545659999997, 'x': 409.38684933999997}"
3541,P359,"{'z': -14.743447455, 'y': 207.26336747500002, 'x': 295.332581765}",541,3,295.332581765,207.26336747500002,-14.743447455,35.06104308370152,361.2185478002072,-0.2777941241424368,"{'z': -14.6880291, 'error': 0.00019983737600100002, 'y': 206.52725167999998, 'x': 295.19949492}","{'z': -14.85506338, 'error': 0.0014919823387580002, 'y': 207.60885728000002, 'x': 296.36923196}","{'z': -14.68230466, 'error': 0.0014646939041640002, 'y': 207.40927498000002, 'x': 294.38351198}","{'z': -14.74839268, 'error': -0.001037296412894, 'y': 207.50808596000002, 'x': 295.3780882}"
3542,P669,"{'z': -19.27535677, 'y': 202.52555155500002, 'x': 356.800498735}",542,3,356.800498735,202.52555155500002,-19.27535677,29.57992288424948,410.90187046446005,-0.3202746898505555,"{'z': -19.2150353, 'error': 0.0026050448710250003, 'y': 201.87304344, 'x': 356.43055506}","{'z': -19.363428799999998, 'error': 8.92673936148114e-06, 'y': 202.50482214, 'x': 357.89366972000005}","{'z': -19.23548636, 'error': 0.001605510952384, 'y': 202.9811842, 'x': 355.95383402}","{'z': -19.28747662, 'error': 0.00047069627603600004, 'y': 202.74315643999998, 'x': 356.92393614}"
75,P011,"{'x': 152.90321075, 'z': -2.7371585400000003, 'y': 41.32673271}",75,4,152.90321075,41.32673271,-2.7371585400000003,-92.87545469350039,158.4219942736619,-0.07774629019569984,"{'x': 152.17923218, 'error': 0.000316702757002, 'z': -2.73044028, 'y': 41.13017484}","{'x': 153.66554444, 'error': -8.392158957115649e-05, 'z': -2.76179524, 'y': 40.53854118}","{'x': 152.62333628000002, 'error': 0.0012995098027010002, 'z': -2.750057499999999, 'y': 42.24702992}","{'x': 153.1447301, 'error': 0.00186383893481, 'z': -2.7063411399999993, 'y': 41.3911849}"
150,P019,"{'x': 241.30180638499996, 'z': -6.49245531, 'y': 14.24133763}",150,4,241.30180638499996,14.24133763,-6.49245531,-104.62239114634346,241.84114249596132,-0.10843836398184023,"{'x': 240.57452138, 'error': 0.0017574382757340001, 'z': -6.468648400000001, 'y': 14.05297984}","{'x': 242.05841884, 'error': 0.002021436937597, 'z': -6.52596054, 'y': 13.44506926}","{'x': 241.02879223999997, 'error': 0.0008331547841250001, 'z': -6.492693919999999, 'y': 15.163297080000001}","{'x': 241.54549308, 'error': 0.0018115653422010002, 'z': -6.48251838, 'y': 14.30400434}"
439,P043,"{'x': 409.5810925, 'z': -18.996194414999998, 'y': 14.1997572}",439,4,409.5810925,14.1997572,-18.996194414999998,-106.0144092405311,410.4303200033304,-0.08624915340914822,"{'x': 410.3263092, 'error': 0.001037930618871, 'z': -19.08722, 'y': 14.18319856}","{'x': 409.07304454, 'error': -0.000700566587401, 'z': -18.9448229, 'y': 15.16975794}","{'x': 409.59272985999996, 'error': -0.001224226301447, 'z': -18.992180400000002, 'y': 13.240360399999997}","{'x': 409.3322864, 'error': 0.0014162830242210002, 'z': -18.960554359999996, 'y': 14.2057119}"
482,P079,"{'x': 404.0590454, 'z': -18.86651247, 'y': 59.58308056999999}",482,4,404.0590454,59.58308056999999,-18.86651247,-99.61154195768616,409.0256688263376,-0.09440230455149971,"{'x': 403.79689736000006, 'error': 0.00014997624456, 'z': -18.850503579999998, 'y': 60.28564521999999}","{'x': 403.35069434, 'error': -0.001641772528097, 'z': -18.77592004, 'y': 58.75264552}","{'x': 404.94223506, 'error': 0.001071777390733, 'z': -18.97919554, 'y': 59.946788559999995}","{'x': 404.14635484, 'error': 0.001553761357655, 'z': -18.86043072, 'y': 59.34724298}"
496,P080,"{'x': 330.79714022999997, 'z': -16.13559772, 'y': 185.510827275}",496,4,330.79714022999997,185.510827275,-16.13559772,-78.71631920128797,379.7318197810751,-0.08875581333163432,"{'x': 330.78948304000005, 'error': 0.000993159162734, 'z': -16.09504796, 'y': 184.7610689}","{'x': 331.75955910000005, 'error': 0.001427893894515, 'z': -16.254327699999997, 'y': 186.02655712}","{'x': 329.83958862, 'error': -0.00031816958948, 'z': -16.06336422, 'y': 185.49631879999998}","{'x': 330.79993016, 'error': -0.001376207810807, 'z': -16.129651000000003, 'y': 185.75936428}"
542,P081,"{'x': 357.10864086000004, 'z': -19.322429355, 'y': 202.828934555}",542,4,357.10864086000004,202.828934555,-19.322429355,-78.40448925504943,411.32234328243027,-0.3259470919657666,"{'x': 356.56952388, 'error': 0.000239097516093, 'z': -19.30996078, 'y': 203.35038070000002}","{'x': 356.82900362000004, 'error': 0.00010058300625900001, 'z': -19.234794739999998, 'y': 201.77179999999998}","{'x': 357.74778935999996, 'error': 0.00034231594873000004, 'z': -19.43406316, 'y': 203.53789818}","{'x': 357.28824657999996, 'error': -0.000169117456902, 'z': -19.31089874, 'y': 202.65565934}"
321,P087,"{'x': 303.94226498, 'z': -11.154336015, 'y': 86.21567796500001}",321,4,303.94226498,86.21567796500001,-11.154336015,-92.16358383974047,316.20237352795453,-0.1295273933334471,"{'x': 303.59074642, 'error': 1.440472703295725e-05, 'z': -11.11969222, 'y': 85.55415992}","{'x': 305.03596654, 'error': 0.00026309116035600004, 'z': -11.23974664, 'y': 86.23267123999999}","{'x': 303.0822399, 'error': -0.000629932517785, 'z': -11.111637980000001, 'y': 86.64025808000001}","{'x': 304.06010705999995, 'error': -0.000345213275348, 'z': -11.146267220000002, 'y': 86.43562262}"
534,P103,"{'x': 368.00165456, 'z': -18.848379915, 'y': 176.74594138999998}",534,4,368.00165456,176.74594138999998,-18.848379915,-82.34569037158346,408.8416905479308,-0.09426861915527943,"{'x': 368.71165172, 'error': -0.00412088984475, 'z': -18.9406768, 'y': 176.95467997999998}","{'x': 367.22065153999995, 'error': 0.008029268974456001, 'z': -18.806292919999997, 'y': 177.52641025999998}","{'x': 368.31950778, 'error': 0.017228919595661002, 'z': -18.8337331, 'y': 175.82122534}","{'x': 367.7548072000001, 'error': 0.007599482542542, 'z': -18.81281684, 'y': 176.68144998}"
541,P114,"{'x': 295.028863215, 'z': -14.647015289999999, 'y': 207.25554332000002}",541,4,295.028863215,207.25554332000002,-14.647015289999999,-72.91224918409462,360.95861401087393,-0.20257938238598297,"{'x': 294.29491586, 'error': 5.426631205551758e-05, 'z': -14.608752319999999, 'y': 207.40483708000002}","{'x': 295.36058116000004, 'error': 0.0009668981819820001, 'z': -14.60754158, 'y': 206.20973418000003}","{'x': 295.1867222, 'error': 0.0018268193049700001, 'z': -14.727957360000001, 'y': 208.20158074}","{'x': 295.27323364, 'error': -0.0006416001304660001, 'z': -14.643809899999999, 'y': 207.20602128000002}"
11,P117,"{'x': 54.428964310000005, 'z': -0.47378470999999905, 'y': 32.157361564999995}",11,4,54.428964310000005,32.157361564999995,-0.47378470999999905,-77.42483695388589,63.2211429831542,-0.0678152756119831,"{'x': 54.993206840000006, 'error': 5.7455967665931425e-05, 'z': -0.48324559999999905, 'y': 31.66342124}","{'x': 54.66108038, 'error': -0.001028542819853, 'z': -0.481502159999999, 'y': 33.228340939999995}","{'x': 53.82054750000001, 'error': -0.001564749005135, 'z': -0.466925559999999, 'y': 31.41592892}","{'x': 54.24102252, 'error': -9.230466492657352e-05, 'z': -0.463465519999999, 'y': 32.32175516}"
239,P126,"{'x': 215.75898940499997, 'z': -7.696694559999999, 'y': 149.91625259}",239,4,215.75898940499997,149.91625259,-7.696694559999999,-73.20719013890508,262.88393629493225,-0.12269175590400126,"{'x': 216.44872459999996, 'error': 0.00023182921294000002, 'z': -7.739273679999999, 'y': 150.20805756}","{'x': 214.89697533999998, 'error': 0.0013048088315230002, 'z': -7.6932011, 'y': 150.59667404}","{'x': 216.16039803999996, 'error': 0.002725177132857, 'z': -7.6842387, 'y': 149.04052201999997}","{'x': 215.52985963999998, 'error': 4.208550603790328e-05, 'z': -7.67006476, 'y': 149.81975674}"
517,P134,"{'x': 394.06845212999997, 'z': -18.90941797, 'y': 113.27461242500002}",517,4,394.06845212999997,113.27461242500002,-18.90941797,-91.96275170699245,410.61881018856644,0.019637486226678786,"{'x': 394.72156898000003, 'error': 0.0005103057393460001, 'z': -18.9725828, 'y': 112.91051874}","{'x': 394.06966991999997, 'error': -0.00020862219781700003, 'z': -18.95131174, 'y': 114.37050266000001}","{'x': 393.63157248, 'error': 0.00039213607506300005, 'z': -18.833105240000002, 'y': 112.42196324000001}","{'x': 393.85099714, 'error': 0.000436333435039, 'z': -18.880672099999998, 'y': 113.39546506000002}"
1533,P012,"{'z': -18.858517675, 'x': 368.10000619499993, 'y': 176.61714604}",533,5,368.10000619499993,176.61714604,-18.858517675,-46.3679586628681,408.875486265711,-0.10113710690605719,"{'z': -18.956218659999998, 'x': 368.83920617999996, 'y': 176.71373739999999, 'error': 0.001959023435017}","{'z': -18.838770320000002, 'x': 367.45040804, 'y': 177.50049116, 'error': -0.00023855632806400002}","{'z': -18.824485560000003, 'x': 368.25681436, 'y': 175.66985368, 'error': 8.603277548113743e-05}","{'z': -18.81459616, 'x': 367.85359619999997, 'y': 176.58450192, 'error': 0.0024135964767970004}"
1496,P046,"{'z': -16.153838629999996, 'x': 331.003510945, 'y': 185.671152685}",496,5,331.003510945,185.671152685,-16.153838629999996,-42.71044740487684,379.9908559935207,-0.08410781004635982,"{'z': -16.23753566, 'x': 331.39006842, 'y': 186.31106472000002, 'error': 0.002376070898855}","{'z': -16.066136639999996, 'x': 329.91072774, 'y': 185.71856112, 'error': 0.00042143508142400004}","{'z': -16.2004359, 'x': 331.83942655999994, 'y': 185.19726038000002, 'error': 0.0013291771616660002}","{'z': -16.11124632, 'x': 330.87382106, 'y': 185.45772452, 'error': 0.0033478887966540004}"
1534,P048,"{'z': -18.89377764, 'x': 372.84396752000004, 'y': 167.803161945}",534,5,372.84396752000004,167.803161945,-18.89377764,-47.769267368159774,409.4625882335835,-0.07879372440198695,"{'z': -18.868007679999998, 'x': 372.34573612, 'y': 168.36285182, 'error': -0.00013245271491600001}","{'z': -18.799198119999996, 'x': 372.48538252, 'y': 166.76945505999998, 'error': 0.0013160133256610001}","{'z': -19.041234600000003, 'x': 373.53372134, 'y': 168.46361616, 'error': 0.0055834249681790005}","{'z': -18.866670159999998, 'x': 373.0110301, 'y': 167.61672474, 'error': 0.0018006205640040001}"
1482,P054,"{'z': -18.872638965, 'x': 404.2877297, 'y': 59.60758100500001}",482,5,404.2877297,59.60758100500001,-18.872638965,-63.61282104405012,409.2549065566277,-0.0779986228537322,"{'z': -18.94223432, 'x': 404.6390007333334, 'y': 60.26775302000001, 'error': 0.001140572596337}","{'z': -18.73390506, 'x': 403.2005535333333, 'y': 59.59603554, 'error': -0.000846893838275}","{'z': -18.9810363, 'x': 405.14284419999996, 'y': 59.1790081, 'error': 0.0019242908037510002}","{'z': -18.83338018, 'x': 404.1685203333334, 'y': 59.38752736, 'error': 0.003329295539461}"
1011,P091,"{'z': -0.49540680999999903, 'x': 54.436540025, 'y': 32.40971582}",11,5,54.436540025,32.40971582,-0.49540680999999903,-41.23183017009477,63.356597722395335,-0.08767832523120792,"{'z': -0.503926779999999, 'x': 55.190102659999994, 'y': 32.43442076, 'error': 0.004115629027236}","{'z': -0.5062099799999991, 'x': 53.87446776, 'y': 33.35190174, 'error': 0.000258259965499}","{'z': -0.49433545999999906, 'x': 54.49753138000001, 'y': 31.45109476, 'error': -0.00014004359379600001}","{'z': -0.47715501999999904, 'x': 54.18405829999999, 'y': 32.40144602, 'error': 0.003275618426299}"
1321,P099,"{'z': -11.13800401, 'x': 304.216210425, 'y': 86.721223955}",321,5,304.216210425,86.721223955,-11.13800401,-56.08903330180652,316.60235637733103,-0.08478999356386507,"{'z': -11.192511, 'x': 304.59009828, 'y': 87.37139515999999, 'error': 0.002087856209472}","{'z': -11.071596719999999, 'x': 303.12125782, 'y': 86.74206712, 'error': 0.000262509789982}","{'z': -11.184537520000001, 'x': 305.06182249999995, 'y': 86.26721763999998, 'error': 0.00020940415762100002}","{'z': -11.103370799999999, 'x': 304.0916631, 'y': 86.50421589999999, 'error': 0.002594519604922}"
1150,P106,"{'z': -6.5035493550000005, 'x': 241.86809653499998, 'y': 14.35725772}",150,5,241.86809653499998,14.35725772,-6.5035493550000005,-68.60291646316786,242.4132984596817,-0.08844791427803561,"{'z': -6.5480858600000005, 'x': 242.61342071999997, 'y': 14.419577559999999, 'error': -0.0006501061187020001}","{'z': -6.497686159999999, 'x': 241.26030224000002, 'y': 15.269902059999998, 'error': -0.000374590616276}","{'z': -6.4990077799999995, 'x': 241.9788167, 'y': 13.403060120000001, 'error': -8.94437979184204e-05}","{'z': -6.46941762, 'x': 241.61984647999998, 'y': 14.336491139999998, 'error': 0.0014444590491300001}"
1517,P108,"{'z': -18.973791065, 'x': 393.68109523, 'y': 113.652288225}",517,5,393.68109523,113.652288225,-18.973791065,-55.897033833848134,410.35923844091076,-0.0707509212490799,"{'z': -18.911868079999998, 'x': 393.01682223999995, 'y': 113.99565691999999, 'error': 0.00043000874340500005}","{'z': -18.93962604, 'x': 393.71698147999996, 'y': 112.55710498, 'error': -0.00059647815897}","{'z': -19.07488702, 'x': 394.08756894, 'y': 114.51635698, 'error': -0.00046248646193700006}","{'z': -18.96878312, 'x': 393.90300826, 'y': 113.54003402000001, 'error': -0.0012602184267980002}"
